agency_id	user_id	date	amount
3	1054557	2006-10-16	3.16
4	1054558	2006-08-10	1.74
5	1054559	2006-06-28	14.98
3	1054560	2006-07-02	14.75
3	1054561	2006-06-25	15.18
2	1054562	2006-06-24	6.89
3	1054563	2006-07-30	4.76
3	1054564	2006-07-11	1.01
3	1054565	2006-10-28	13.41
3	1054566	2006-08-25	12.81
6	1054567	2006-05-31	2.67
2	1054568	2006-09-26	12.53
3	1054569	2006-05-24	8.06
2	1054570	2006-09-30	2.83
4	1054571	2006-10-29	15.93
6	1054572	2006-11-09	6.85
2	1054573	2006-10-09	14.45
2	1054574	2006-06-29	3.73
2	1054575	2006-10-02	9.70
3	1054576	2006-09-01	2.46
3	1054577	2006-10-28	12.19
5	1054578	2006-05-25	10.14
3	1054579	2006-05-15	12.43
4	1054580	2006-09-04	14.92
6	1054581	2006-09-05	12.00
4	1054582	2006-05-14	7.35
5	1054583	2006-10-22	7.95
4	1054584	2006-09-02	15.26
5	1054585	2006-07-31	11.42
4	1054586	2006-07-31	4.25
4	1054587	2006-09-27	2.90
4	1054588	2006-10-07	7.98
6	1054589	2006-10-25	2.24
2	1054590	2006-07-13	9.41
3	1054591	2006-07-06	1.50
5	1054592	2006-07-26	4.67
4	1054593	2006-11-09	15.49
3	1054594	2006-06-29	14.86
4	1054595	2006-11-02	5.73
2	1054596	2006-07-07	2.74
5	1054597	2006-09-15	8.88
5	1054598	2006-09-20	1.62
5	1054599	2006-08-25	3.18
2	1054600	2006-07-06	13.97
4	1054601	2006-08-05	4.34
5	1054602	2006-08-25	3.57
5	1054603	2006-09-22	15.55
3	1054604	2006-10-22	4.92
2	1054605	2006-05-29	14.69
4	1054606	2006-10-03	1.77
5	1054607	2006-09-17	1.95
2	1054608	2006-09-08	7.49
6	1054609	2006-08-31	11.81
5	1054610	2006-09-30	8.76
2	1054611	2006-09-02	4.95
4	1054612	2006-09-19	11.44
3	1054613	2006-07-23	12.28
5	1054614	2006-07-29	3.90
3	1054615	2006-07-12	11.35
4	1054616	2006-05-31	9.89
3	1054617	2006-10-26	6.42
6	1054618	2006-08-11	5.53
3	1054619	2006-07-11	1.08
3	1054620	2006-07-27	4.54
2	1054621	2006-05-27	8.83
4	1054622	2006-06-24	6.95
2	1054623	2006-10-29	6.37
5	1054624	2006-07-02	4.46
5	1054625	2006-09-23	11.30
4	1054626	2006-10-30	9.82
4	1054627	2006-05-15	7.03
3	1054628	2006-05-23	9.12
2	1054629	2006-11-06	11.64
2	1054630	2006-07-23	1.58
5	1054631	2006-08-22	8.66
5	1054632	2006-11-07	9.67
3	1054633	2006-09-30	14.62
3	1054634	2006-08-09	15.54
6	1054635	2006-10-23	12.20
6	1054636	2006-09-07	12.63
4	1054637	2006-10-28	1.68
2	1054638	2006-09-12	1.12
2	1054639	2006-09-18	14.38
4	1054640	2006-08-05	10.43
2	1054641	2006-07-27	1.52
4	1054642	2006-06-20	6.11
3	1054643	2006-11-01	9.06
6	1054644	2006-11-05	2.62
4	1054645	2006-07-13	14.90
5	1054646	2006-09-29	15.60
5	1054647	2006-08-20	4.97
3	1054648	2006-09-16	12.87
3	1054649	2006-09-29	8.22
3	1054650	2006-08-09	7.91
5	1054651	2006-10-16	5.77
6	1054652	2006-10-14	13.93
3	1054653	2006-11-04	6.71
4	1054654	2006-08-26	6.07
2	1054655	2006-08-23	3.00
3	1054656	2006-07-06	2.55
6	1054657	2006-07-20	3.70
5	1054658	2006-07-11	2.84
6	1054659	2006-05-30	15.07
4	1054660	2006-10-13	7.38
4	1054661	2006-05-21	2.75
6	1054662	2006-07-22	5.38
2	1054663	2006-07-14	9.04
6	1054664	2006-08-30	12.46
5	1054665	2006-07-29	4.65
4	1054666	2006-08-17	14.27
3	1054667	2006-05-16	14.92
2	1054668	2006-08-06	12.87
3	1054669	2006-09-23	5.13
4	1054670	2006-06-09	1.85
3	1054671	2006-06-25	10.33
6	1054672	2006-09-08	2.46
6	1054673	2006-05-23	9.25
2	1054674	2006-11-08	12.23
3	1054675	2006-09-13	4.96
6	1054676	2006-10-29	13.56
5	1054677	2006-10-26	6.47
5	1054678	2006-05-22	12.45
2	1054679	2006-07-16	8.57
3	1054680	2006-07-11	7.01
4	1054681	2006-10-09	5.92
3	1054682	2006-10-07	12.39
2	1054683	2006-07-31	15.63
4	1054684	2006-10-16	3.14
5	1054685	2006-08-15	10.24
6	1054686	2006-10-15	9.24
4	1054687	2006-07-07	11.66
5	1054688	2006-05-25	7.77
4	1054689	2006-08-02	13.41
5	1054690	2006-10-06	6.06
2	1054691	2006-09-27	13.62
6	1054692	2006-09-28	5.82
2	1054693	2006-10-07	9.42
2	1054694	2006-06-14	4.44
5	1054695	2006-11-08	8.84
6	1054696	2006-08-19	11.76
3	1054697	2006-06-26	9.53
2	1054698	2006-06-19	4.48
3	1054699	2006-10-03	12.44
3	1054700	2006-09-26	8.14
5	1054701	2006-08-26	2.06
2	1054702	2006-10-11	7.98
3	1054703	2006-10-05	8.73
4	1054704	2006-06-12	9.32
2	1054705	2006-07-10	6.35
2	1054706	2006-06-11	4.11
2	1054707	2006-05-19	6.70
2	1054708	2006-08-23	8.38
5	1054709	2006-06-18	6.15
2	1054710	2006-06-29	10.08
3	1054711	2006-07-15	12.43
4	1054712	2006-08-17	14.73
5	1054713	2006-06-19	5.87
5	1054714	2006-08-21	2.66
6	1054715	2006-10-10	1.86
4	1054716	2006-05-30	8.02
4	1054717	2006-11-08	7.87
6	1054718	2006-07-28	5.83
6	1054719	2006-06-13	6.51
2	1054720	2006-10-02	4.69
5	1054721	2006-10-19	11.05
5	1054722	2006-07-08	10.74
2	1054723	2006-08-27	8.38
6	1054724	2006-07-31	10.16
6	1054725	2006-11-05	1.79
2	1054726	2006-07-19	14.50
5	1054727	2006-09-11	6.33
6	1054728	2006-07-22	7.45
2	1054729	2006-09-07	8.58
4	1054730	2006-05-29	3.07
2	1054731	2006-08-14	15.58
6	1054732	2006-10-27	7.77
4	1054733	2006-10-13	8.27
6	1054734	2006-06-09	7.10
6	1054735	2006-09-15	5.61
2	1054736	2006-10-09	12.14
6	1054737	2006-09-14	5.98
4	1054738	2006-10-05	10.44
5	1054739	2006-07-04	10.27
6	1054740	2006-09-25	4.09
3	1054741	2006-08-02	8.16
2	1054742	2006-10-05	2.90
6	1054743	2006-07-03	11.42
4	1054744	2006-10-29	14.07
3	1054745	2006-07-18	2.43
2	1054746	2006-10-05	3.98
2	1054747	2006-05-18	14.47
5	1054748	2006-08-22	9.56
3	1054749	2006-06-26	12.14
6	1054750	2006-05-15	8.22
5	1054751	2006-07-19	7.29
3	1054752	2006-08-23	2.91
6	1054753	2006-08-24	9.19
4	1054754	2006-05-20	11.99
6	1054755	2006-07-17	4.18
2	1054756	2006-10-13	3.05
4	1054757	2006-07-10	6.78
4	1054758	2006-08-28	4.42
5	1054759	2006-05-29	13.09
2	1054760	2006-10-14	15.95
3	1054761	2006-09-14	12.57
2	1054762	2006-08-29	6.84
4	1054763	2006-09-03	8.06
2	1054764	2006-05-26	1.40
4	1054765	2006-06-19	2.42
4	1054766	2006-08-30	1.27
6	1054767	2006-10-23	1.62
3	1054768	2006-10-27	3.46
4	1054769	2006-10-17	4.46
4	1054770	2006-08-17	14.51
5	1054771	2006-09-14	5.47
3	1054772	2006-05-27	3.81
6	1054773	2006-07-14	2.64
3	1054774	2006-07-31	6.75
6	1054775	2006-10-04	15.62
2	1054776	2006-07-19	2.96
6	1054777	2006-06-28	7.36
4	1054778	2006-08-15	2.99
6	1054779	2006-05-28	13.02
3	1054780	2006-05-15	2.67
4	1054781	2006-08-24	13.60
5	1054782	2006-08-29	15.72
2	1054783	2006-05-28	3.28
6	1054784	2006-10-28	8.07
5	1054785	2006-05-27	8.65
2	1054786	2006-07-05	12.77
6	1054787	2006-09-28	12.18
5	1054788	2006-09-25	9.17
4	1054789	2006-10-08	11.54
2	1054790	2006-06-27	5.80
6	1054791	2006-09-06	1.40
5	1054792	2006-09-18	10.99
6	1054793	2006-07-16	10.94
3	1054794	2006-08-07	12.61
2	1054795	2006-06-01	7.80
6	1054796	2006-09-23	1.21
2	1054797	2006-08-02	5.45
6	1054798	2006-09-16	6.89
6	1054799	2006-10-27	8.06
5	1054800	2006-07-13	6.12
3	1054801	2006-10-15	13.22
2	1054802	2006-07-02	12.36
2	1054803	2006-06-14	14.11
3	1054804	2006-08-08	11.90
3	1054805	2006-06-04	7.30
6	1054806	2006-07-30	8.54
2	1054807	2006-05-26	15.17
5	1054808	2006-06-01	9.56
3	1054809	2006-11-07	10.41
4	1054810	2006-06-23	6.15
4	1054811	2006-05-26	14.32
3	1054812	2006-10-09	9.96
6	1054813	2006-09-20	11.25
5	1054814	2006-10-20	3.54
5	1054815	2006-07-06	2.01
5	1054816	2006-06-12	11.70
6	1054817	2006-05-20	1.70
2	1054818	2006-10-13	14.53
5	1054819	2006-07-06	4.68
2	1054820	2006-06-06	13.45
2	1054821	2006-11-09	9.01
5	1054822	2006-08-29	5.77
4	1054823	2006-09-25	12.03
5	1054824	2006-11-08	1.50
6	1054825	2006-10-07	11.30
4	1054826	2006-07-30	7.12
4	1054827	2006-05-15	6.57
2	1054828	2006-08-06	10.34
2	1054829	2006-10-01	7.64
2	1054830	2006-09-24	15.97
4	1054831	2006-10-01	8.89
4	1054832	2006-09-09	2.44
6	1054833	2006-10-16	8.68
6	1054834	2006-10-09	9.03
2	1054835	2006-08-02	12.05
6	1054836	2006-06-18	3.38
6	1054837	2006-06-26	12.45
5	1054838	2006-06-30	10.40
4	1054839	2006-10-22	11.62
6	1054840	2006-09-30	10.91
4	1054841	2006-09-03	13.50
2	1054842	2006-06-23	4.25
5	1054843	2006-08-03	9.46
3	1054844	2006-10-05	2.95
6	1054845	2006-08-10	6.87
2	1054846	2006-05-29	4.37
6	1054847	2006-06-18	15.22
4	1054848	2006-10-16	7.80
3	1054849	2006-10-08	9.35
3	1054850	2006-07-15	2.06
4	1054851	2006-09-12	4.99
5	1054852	2006-07-15	9.89
2	1054853	2006-05-22	13.01
2	1054854	2006-09-30	5.62
4	1054855	2006-09-27	9.91
4	1054856	2006-06-24	14.18
2	1054857	2006-10-18	13.99
2	1054858	2006-08-05	9.24
6	1054859	2006-10-10	5.16
6	1054860	2006-08-22	15.08
6	1054861	2006-10-29	5.92
2	1054862	2006-06-19	1.22
5	1054863	2006-10-17	6.26
3	1054864	2006-10-16	6.13
3	1054865	2006-09-20	2.78
2	1054866	2006-09-29	5.21
3	1054867	2006-10-31	12.46
4	1054868	2006-08-30	5.23
3	1054869	2006-05-31	11.89
3	1054870	2006-08-13	10.88
6	1054871	2006-09-14	3.48
6	1054872	2006-08-04	7.52
5	1054873	2006-08-18	11.08
5	1054874	2006-09-13	15.53
3	1054875	2006-07-29	2.90
3	1054876	2006-08-09	8.33
5	1054877	2006-08-19	15.91
4	1054878	2006-08-06	5.16
5	1054879	2006-09-01	4.56
2	1054880	2006-07-13	13.29
4	1054881	2006-10-09	10.57
3	1054882	2006-07-10	5.06
5	1054883	2006-07-29	4.77
3	1054884	2006-06-25	8.47
5	1054885	2006-06-21	5.49
3	1054886	2006-06-04	12.68
3	1054887	2006-06-13	5.14
6	1054888	2006-11-07	3.31
4	1054889	2006-07-06	3.87
2	1054890	2006-07-20	7.06
4	1054891	2006-05-14	1.88
4	1054892	2006-08-10	8.24
6	1054893	2006-09-16	8.81
3	1054894	2006-05-24	2.54
5	1054895	2006-05-31	7.01
4	1054896	2006-05-16	14.56
6	1054897	2006-06-30	1.41
6	1054898	2006-06-12	11.79
2	1054899	2006-06-05	2.96
6	1054900	2006-07-18	12.12
2	1054901	2006-06-15	7.09
6	1054902	2006-07-07	5.59
6	1054903	2006-10-18	8.37
3	1054904	2006-07-18	6.43
3	1054905	2006-10-05	14.18
3	1054906	2006-06-14	4.77
5	1054907	2006-09-30	15.90
6	1054908	2006-07-21	1.64
4	1054909	2006-09-29	12.22
4	1054910	2006-06-05	11.51
6	1054911	2006-10-31	4.53
4	1054912	2006-06-23	10.19
2	1054913	2006-05-14	10.73
6	1054914	2006-06-16	3.89
3	1054915	2006-05-20	1.57
4	1054916	2006-10-26	7.66
2	1054917	2006-10-29	3.34
5	1054918	2006-07-28	2.91
6	1054919	2006-07-21	11.89
6	1054920	2006-07-20	10.11
5	1054921	2006-08-10	12.17
6	1054922	2006-11-08	7.28
4	1054923	2006-06-15	1.66
3	1054924	2006-09-06	6.30
3	1054925	2006-07-11	1.75
3	1054926	2006-08-29	2.47
3	1054927	2006-10-07	2.68
5	1054928	2006-08-09	13.82
4	1054929	2006-06-04	8.48
5	1054930	2006-08-20	9.93
5	1054931	2006-09-03	14.09
4	1054932	2006-07-27	13.81
2	1054933	2006-07-13	7.21
4	1054934	2006-10-29	14.95
6	1054935	2006-06-28	9.31
3	1054936	2006-09-22	10.12
6	1054937	2006-06-27	5.51
3	1054938	2006-06-18	1.10
5	1054939	2006-09-19	1.96
5	1054940	2006-09-18	15.95
2	1054941	2006-10-15	9.41
3	1054942	2006-08-08	2.21
6	1054943	2006-06-24	10.15
5	1054944	2006-11-01	11.65
6	1054945	2006-05-30	1.79
2	1054946	2006-10-23	2.00
5	1054947	2006-06-25	13.79
4	1054948	2006-09-06	15.09
6	1054949	2006-06-26	12.27
2	1054950	2006-08-09	11.84
5	1054951	2006-09-14	2.69
6	1054952	2006-10-22	9.34
4	1054953	2006-10-28	15.60
2	1054954	2006-08-13	9.36
5	1054955	2006-09-27	8.33
6	1054956	2006-09-06	7.78
2	1054957	2006-07-14	14.94
6	1054958	2006-07-04	2.95
5	1054959	2006-05-20	10.51
6	1054960	2006-06-16	13.99
2	1054961	2006-08-05	7.92
6	1054962	2006-10-02	14.06
5	1054963	2006-10-03	11.50
6	1054964	2006-07-08	7.14
4	1054965	2006-08-04	2.53
4	1054966	2006-05-28	11.36
2	1054967	2006-09-21	12.57
4	1054968	2006-07-11	3.89
5	1054969	2006-08-04	13.35
2	1054970	2006-05-17	1.73
6	1054971	2006-06-13	11.60
5	1054972	2006-05-28	8.05
3	1054973	2006-08-04	15.99
2	1054974	2006-05-26	6.35
3	1054975	2006-09-08	11.95
3	1054976	2006-07-27	4.67
5	1054977	2006-05-15	1.84
2	1054978	2006-08-28	2.63
2	1054979	2006-10-18	5.81
3	1054980	2006-06-20	3.77
5	1054981	2006-10-30	10.30
6	1054982	2006-09-09	1.17
2	1054983	2006-10-28	15.55
4	1054984	2006-07-02	5.56
6	1054985	2006-05-14	10.51
6	1054986	2006-08-29	2.13
5	1054987	2006-05-26	7.64
2	1054988	2006-05-15	5.32
3	1054989	2006-06-24	1.55
4	1054990	2006-05-28	10.95
2	1054991	2006-08-05	2.92
2	1054992	2006-07-20	2.34
6	1054993	2006-06-27	6.30
5	1054994	2006-06-11	5.31
5	1054995	2006-05-18	9.54
4	1054996	2006-07-24	14.67
4	1054997	2006-06-24	8.62
4	1054998	2006-06-07	8.43
3	1054999	2006-10-31	14.72
6	1055000	2006-06-04	9.11
3	1055001	2006-08-12	11.49
2	1055002	2006-08-27	14.41
2	1055003	2006-05-25	14.17
3	1055004	2006-09-06	14.55
3	1055005	2006-08-14	7.13
2	1055006	2006-05-23	10.69
5	1055007	2006-06-12	5.61
5	1055008	2006-07-30	1.79
3	1055009	2006-05-14	1.32
4	1055010	2006-09-30	2.13
6	1055011	2006-10-20	15.60
6	1055012	2006-08-17	6.40
6	1055013	2006-05-18	13.37
3	1055014	2006-08-28	3.71
2	1055015	2006-07-08	1.46
4	1055016	2006-09-01	11.58
6	1055017	2006-08-28	14.30
5	1055018	2006-08-31	5.09
4	1055019	2006-10-19	8.42
2	1055020	2006-08-02	13.98
6	1055021	2006-08-12	13.56
5	1055022	2006-09-22	15.59
6	1055023	2006-09-29	3.04
5	1055024	2006-07-29	1.68
2	1055025	2006-07-11	8.37
6	1055026	2006-07-09	12.86
4	1055027	2006-08-14	8.56
5	1055028	2006-07-11	12.82
6	1055029	2006-07-20	8.97
5	1055030	2006-06-15	4.70
3	1055031	2006-08-04	6.26
4	1055032	2006-09-07	14.94
3	1055033	2006-08-25	12.84
4	1055034	2006-09-27	5.82
6	1055035	2006-06-03	14.03
5	1055036	2006-06-16	5.56
4	1055037	2006-06-20	10.30
3	1055038	2006-11-03	4.56
4	1055039	2006-09-04	13.91
6	1055040	2006-08-20	14.35
6	1055041	2006-10-30	3.63
4	1055042	2006-09-06	7.52
3	1055043	2006-10-26	12.44
3	1055044	2006-09-23	10.38
5	1055045	2006-10-18	5.47
4	1055046	2006-05-17	14.06
2	1055047	2006-10-15	4.80
3	1055048	2006-08-10	6.50
6	1055049	2006-05-22	1.85
3	1055050	2006-08-21	12.11
5	1055051	2006-08-26	14.44
5	1055052	2006-07-23	3.36
5	1055053	2006-09-05	7.85
6	1055054	2006-09-05	9.05
5	1055055	2006-09-21	8.68
3	1055056	2006-06-17	1.62
5	1055057	2006-05-29	8.27
4	1055058	2006-08-17	5.88
5	1055059	2006-10-08	3.66
4	1055060	2006-07-24	1.78
5	1055061	2006-10-24	13.30
5	1055062	2006-05-25	14.43
6	1055063	2006-09-05	4.34
3	1055064	2006-07-31	5.93
4	1055065	2006-07-16	4.22
2	1055066	2006-08-17	3.62
6	1055067	2006-08-16	3.69
3	1055068	2006-09-25	13.26
5	1055069	2006-05-21	12.40
3	1055070	2006-06-22	4.93
4	1055071	2006-05-15	8.40
4	1055072	2006-08-17	14.76
4	1055073	2006-07-16	2.44
2	1055074	2006-10-18	10.74
4	1055075	2006-11-08	2.15
2	1055076	2006-07-20	5.83
2	1055077	2006-09-18	10.92
5	1055078	2006-10-04	7.53
3	1055079	2006-05-31	9.08
2	1055080	2006-08-02	15.99
5	1055081	2006-10-30	9.32
5	1055082	2006-06-15	9.93
3	1055083	2006-08-26	9.42
2	1055084	2006-06-29	10.80
4	1055085	2006-08-05	10.00
2	1055086	2006-09-05	13.89
3	1055087	2006-08-27	7.32
5	1055088	2006-07-13	10.04
6	1055089	2006-11-06	3.60
4	1055090	2006-09-23	8.20
6	1055091	2006-10-04	12.07
5	1055092	2006-07-01	14.79
3	1055093	2006-10-25	14.37
3	1055094	2006-06-03	12.77
4	1055095	2006-06-08	2.18
2	1055096	2006-06-12	3.05
3	1055097	2006-07-12	14.78
5	1055098	2006-09-16	14.59
6	1055099	2006-07-01	1.38
2	1055100	2006-06-08	2.98
5	1055101	2006-08-25	10.83
6	1055102	2006-10-16	9.14
4	1055103	2006-05-26	8.32
2	1055104	2006-06-18	15.40
5	1055105	2006-09-03	8.25
4	1055106	2006-08-27	2.11
3	1055107	2006-10-05	12.45
4	1055108	2006-06-27	14.23
5	1055109	2006-10-03	1.22
6	1055110	2006-10-18	4.84
6	1055111	2006-07-14	10.56
2	1055112	2006-07-25	7.23
6	1055113	2006-06-14	7.78
3	1055114	2006-10-02	3.99
3	1055115	2006-08-10	7.80
4	1055116	2006-10-23	8.45
2	1055117	2006-07-18	13.30
2	1055118	2006-07-10	4.30
2	1055119	2006-07-01	14.59
4	1055120	2006-06-26	7.41
4	1055121	2006-08-21	10.17
6	1055122	2006-10-20	8.64
4	1055123	2006-07-26	7.02
6	1055124	2006-08-10	14.34
6	1055125	2006-07-12	15.54
4	1055126	2006-10-30	13.13
6	1055127	2006-06-29	7.56
2	1055128	2006-11-01	5.63
5	1055129	2006-09-30	10.61
4	1055130	2006-07-26	6.23
4	1055131	2006-06-27	15.53
6	1055132	2006-11-02	4.30
5	1055133	2006-07-04	6.09
3	1055134	2006-05-27	2.73
3	1055135	2006-06-15	4.26
5	1055136	2006-11-08	1.40
6	1055137	2006-10-25	11.85
2	1055138	2006-09-19	15.47
4	1055139	2006-06-08	10.79
4	1055140	2006-06-29	15.22
6	1055141	2006-10-26	3.96
2	1055142	2006-09-02	10.10
4	1055143	2006-06-20	12.25
2	1055144	2006-07-28	10.99
3	1055145	2006-10-19	4.38
2	1055146	2006-06-23	14.08
4	1055147	2006-08-13	13.59
5	1055148	2006-10-05	11.50
3	1055149	2006-10-23	10.46
6	1055150	2006-07-15	13.67
6	1055151	2006-10-14	8.75
4	1055152	2006-10-25	6.36
6	1055153	2006-07-19	9.67
2	1055154	2006-06-07	4.14
5	1055155	2006-10-11	5.26
3	1055156	2006-07-18	12.62
2	1055157	2006-06-24	1.70
3	1055158	2006-10-26	13.85
2	1055159	2006-09-05	12.90
6	1055160	2006-07-03	6.74
5	1055161	2006-09-23	12.93
5	1055162	2006-06-17	4.61
2	1055163	2006-05-17	3.73
2	1055164	2006-08-23	14.57
2	1055165	2006-05-26	3.26
6	1055166	2006-10-22	14.94
5	1055167	2006-09-02	14.11
5	1055168	2006-10-15	10.16
6	1055169	2006-07-05	11.93
3	1055170	2006-08-26	2.52
5	1055171	2006-10-23	2.30
6	1055172	2006-10-27	3.97
6	1055173	2006-09-05	1.39
3	1055174	2006-11-09	9.49
5	1055175	2006-09-23	5.79
2	1055176	2006-08-02	13.38
5	1055177	2006-09-12	3.30
3	1055178	2006-08-16	2.32
2	1055179	2006-08-13	15.01
5	1055180	2006-08-04	15.14
2	1055181	2006-07-11	15.58
2	1055182	2006-06-26	1.10
3	1055183	2006-10-09	8.68
2	1055184	2006-07-26	14.09
2	1055185	2006-07-29	2.92
2	1055186	2006-07-11	3.43
3	1055187	2006-08-13	1.02
5	1055188	2006-09-09	3.92
6	1055189	2006-06-08	11.00
5	1055190	2006-09-20	2.09
4	1055191	2006-11-06	9.55
3	1055192	2006-05-28	14.47
6	1055193	2006-09-09	12.48
3	1055194	2006-10-23	15.61
6	1055195	2006-08-01	13.58
2	1055196	2006-08-12	12.44
6	1055197	2006-10-18	15.01
3	1055198	2006-09-26	4.32
5	1055199	2006-10-27	8.69
4	1055200	2006-10-16	4.77
3	1055201	2006-08-17	9.53
6	1055202	2006-10-30	8.89
5	1055203	2006-06-19	15.30
5	1055204	2006-11-01	6.62
3	1055205	2006-09-29	1.02
3	1055206	2006-06-10	8.31
5	1055207	2006-09-25	8.66
5	1055208	2006-07-18	14.82
6	1055209	2006-09-19	14.15
5	1055210	2006-10-01	10.96
3	1055211	2006-07-28	7.21
5	1055212	2006-08-08	7.80
5	1055213	2006-08-04	8.80
3	1055214	2006-06-17	9.27
6	1055215	2006-09-11	2.81
4	1055216	2006-07-11	10.01
5	1055217	2006-08-14	11.14
3	1055218	2006-06-26	13.58
5	1055219	2006-08-02	8.67
4	1055220	2006-09-13	1.33
4	1055221	2006-10-14	14.98
5	1055222	2006-08-14	7.05
3	1055223	2006-06-07	8.64
5	1055224	2006-08-09	11.63
4	1055225	2006-05-17	2.61
3	1055226	2006-05-31	2.36
4	1055227	2006-10-08	3.03
5	1055228	2006-11-01	13.87
4	1055229	2006-11-04	13.54
2	1055230	2006-06-06	1.97
4	1055231	2006-10-02	14.65
4	1055232	2006-06-10	14.02
4	1055233	2006-06-02	6.78
3	1055234	2006-06-01	14.38
5	1055235	2006-05-27	11.82
4	1055236	2006-07-17	1.39
4	1055237	2006-09-07	15.80
6	1055238	2006-10-10	8.64
2	1055239	2006-10-02	14.31
4	1055240	2006-05-21	8.59
4	1055241	2006-06-04	10.30
4	1055242	2006-09-13	7.52
5	1055243	2006-07-01	5.80
6	1055244	2006-10-31	8.03
6	1055245	2006-08-12	6.13
3	1055246	2006-07-14	6.20
5	1055247	2006-06-22	6.65
6	1055248	2006-10-02	6.23
6	1055249	2006-11-09	2.74
6	1055250	2006-06-24	2.09
3	1055251	2006-08-10	11.78
2	1055252	2006-06-09	5.31
5	1055253	2006-06-26	4.50
5	1055254	2006-07-07	15.35
3	1055255	2006-05-31	1.01
3	1055256	2006-09-18	11.35
6	1055257	2006-08-28	3.40
3	1055258	2006-07-13	1.22
3	1055259	2006-05-23	7.56
6	1055260	2006-08-19	13.13
3	1055261	2006-07-19	4.00
6	1055262	2006-06-03	10.00
3	1055263	2006-05-15	12.14
3	1055264	2006-08-31	6.46
3	1055265	2006-11-03	2.33
3	1055266	2006-09-07	14.89
6	1055267	2006-07-13	15.73
6	1055268	2006-09-30	7.75
4	1055269	2006-09-08	6.46
3	1055270	2006-06-21	10.41
5	1055271	2006-07-11	12.62
4	1055272	2006-09-18	6.64
3	1055273	2006-06-07	9.54
3	1055274	2006-06-20	14.70
5	1055275	2006-08-16	13.40
4	1055276	2006-07-28	12.72
6	1055277	2006-06-12	7.09
6	1055278	2006-05-31	3.42
2	1055279	2006-07-06	1.19
3	1055280	2006-08-03	3.32
5	1055281	2006-08-26	8.13
3	1055282	2006-08-30	6.81
3	1055283	2006-10-10	5.89
6	1055284	2006-07-31	1.60
5	1055285	2006-09-04	4.04
5	1055286	2006-10-07	10.79
3	1055287	2006-07-30	13.89
2	1055288	2006-08-29	6.17
4	1055289	2006-09-26	9.54
4	1055290	2006-11-04	8.83
4	1055291	2006-06-22	1.86
4	1055292	2006-06-21	11.26
4	1055293	2006-10-17	1.87
2	1055294	2006-05-29	7.47
3	1055295	2006-11-08	9.71
4	1055296	2006-10-13	16.00
5	1055297	2006-07-18	6.21
3	1055298	2006-06-06	8.58
3	1055299	2006-11-08	15.90
5	1055300	2006-06-25	6.25
6	1055301	2006-08-11	3.38
6	1055302	2006-08-22	13.16
4	1055303	2006-08-22	13.30
2	1055304	2006-07-04	14.99
5	1055305	2006-09-20	14.73
6	1055306	2006-05-21	7.69
5	1055307	2006-05-31	7.03
6	1055308	2006-06-17	13.98
5	1055309	2006-09-22	7.48
2	1055310	2006-10-22	7.96
5	1055311	2006-06-14	14.90
5	1055312	2006-06-01	13.85
2	1055313	2006-08-11	10.08
5	1055314	2006-07-16	11.42
4	1055315	2006-08-07	7.72
6	1055316	2006-09-07	11.05
3	1055317	2006-06-04	6.76
2	1055318	2006-08-25	11.24
6	1055319	2006-09-05	1.58
2	1055320	2006-07-14	12.93
5	1055321	2006-07-19	4.33
3	1055322	2006-09-28	7.70
2	1055323	2006-06-18	3.48
3	1055324	2006-08-15	4.51
5	1055325	2006-06-24	11.80
6	1055326	2006-06-19	11.63
5	1055327	2006-06-26	3.96
5	1055328	2006-11-01	1.52
3	1055329	2006-08-18	6.30
2	1055330	2006-07-30	13.72
2	1055331	2006-10-02	11.94
5	1055332	2006-06-10	11.37
6	1055333	2006-09-27	10.57
5	1055334	2006-07-04	11.05
2	1055335	2006-07-26	4.54
5	1055336	2006-05-26	11.34
5	1055337	2006-10-20	1.78
2	1055338	2006-06-15	6.27
2	1055339	2006-09-05	13.59
6	1055340	2006-07-02	2.25
4	1055341	2006-08-12	9.91
3	1055342	2006-05-15	10.84
6	1055343	2006-07-09	11.68
6	1055344	2006-06-14	11.27
5	1055345	2006-09-09	7.08
6	1055346	2006-09-09	13.78
5	1055347	2006-05-14	8.05
5	1055348	2006-05-17	3.72
2	1055349	2006-08-05	3.03
5	1055350	2006-08-25	4.97
5	1055351	2006-10-24	12.79
6	1055352	2006-10-03	11.19
6	1055353	2006-09-26	2.28
2	1055354	2006-05-24	2.94
3	1055355	2006-09-17	5.82
3	1055356	2006-10-18	15.28
6	1055357	2006-11-09	15.44
2	1055358	2006-06-04	6.69
4	1055359	2006-08-07	11.39
5	1055360	2006-08-16	3.09
4	1055361	2006-08-05	14.20
5	1055362	2006-05-28	5.74
5	1055363	2006-07-14	14.97
3	1055364	2006-10-06	5.03
2	1055365	2006-06-20	14.21
2	1055366	2006-10-18	3.64
2	1055367	2006-06-15	4.65
6	1055368	2006-07-22	7.36
4	1055369	2006-07-21	7.57
5	1055370	2006-06-09	9.20
4	1055371	2006-08-12	11.06
6	1055372	2006-08-26	8.17
3	1055373	2006-06-07	9.53
2	1055374	2006-10-03	4.33
3	1055375	2006-10-18	12.28
5	1055376	2006-10-22	6.51
5	1055377	2006-06-29	2.25
6	1055378	2006-09-21	9.78
